prop_type,purpose,covered_area,price,location,beds,baths,amenities
Residential Plot,For Sale,125 Sq. Yd.,1900000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places"
Residential Plot,For Sale,"2,000 Sq. Yd.",330000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,125 Sq. Yd.,2300000,"DHA City Karachi, Karachi, Sindh",-,-,"Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,13000000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,11200000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,10900000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,11500000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,6425000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,125 Sq. Yd.,3900000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,600 Sq. Yd.,57000000,"Malir, Karachi, Sindh",-,-,"Possesion
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,160 Sq. Yd.,36200000,"Naya Nazimabad, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,240 Sq. Yd.,55000000,"Naya Nazimabad, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Agricultural Land,For Sale,"29,040 Sq. Yd.",75000000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
Accessible by Road
Land Fertility
Nearby Water Resources,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,600 Sq. Yd.,50000000,"Gulistan-e-Jauhar, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,400 Sq. Yd.,27500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Commercial Plot,For Sale,83 Sq. Yd.,26000000,"Scheme 33, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,125 Sq. Yd.,4500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,272 Sq. Yd.,5500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service,Security Staff"
Residential Plot,For Sale,500 Sq. Yd.,95000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places"
Residential Plot,For Sale,80 Sq. Yd.,3700000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,3500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Security Staff"
Residential Plot,For Sale,111 Sq. Yd.,350000000,"Clifton, Karachi, Sindh",-,-,"Possesion
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,15500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,250 Sq. Yd.,6500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Possesion
File
Balloted
Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants,Security Staff"
Residential Plot,For Sale,125 Sq. Yd.,3000000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Possesion
File
Balloted
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,300 Sq. Yd.,5000000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,400 Sq. Yd.,77500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,100 Sq. Yd.,22500000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,125 Sq. Yd.,2300000,"DHA City Karachi, Karachi, Sindh",-,-,"Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,13000000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,11200000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,10900000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,10500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,272 Sq. Yd.,10700000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Corner
Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,600 Sq. Yd.,50000000,"Gulistan-e-Jauhar, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,600 Sq. Yd.,13500000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service,Security Staff"
Residential Plot,For Sale,120 Sq. Yd.,10000000,"Scheme 33, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,300 Sq. Yd.,12500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
File
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"1,000 Sq. Yd.",13500000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
File
Sewerage
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service,Security Staff
Other Facilities"
Residential Plot,For Sale,125 Sq. Yd.,4000000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Possesion
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"2,000 Sq. Yd.",300000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,272 Sq. Yd.,11500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,125 Sq. Yd.,2500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Industrial Land,For Sale,500 Sq. Yd.,7500000,"Gadap Town, Karachi, Sindh",-,-,
Residential Plot,For Sale,125 Sq. Yd.,2000000,"Bahria Town Karachi, Karachi, Sindh",-,-,"File
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,500 Sq. Yd.,10500000,"DHA City Karachi, Karachi, Sindh",-,-,
Residential Plot,For Sale,400 Sq. Yd.,60000000,"Scheme 33, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,400 Sq. Yd.,130000000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"1,000 Sq. Yd.",190000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"1,000 Sq. Yd.",200000000,"DHA Defence, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"1,000 Sq. Yd.",220000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"1,000 Sq. Yd.",200000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,11500000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,200 Sq. Yd.,5600000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,300 Sq. Yd.,8800000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,17500000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"1,000 Sq. Yd.",17000000,"DHA City Karachi, Karachi, Sindh",-,-,"File
Balloted
Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,666 Sq. Yd.,68500000,"DHA Defence, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants"
Residential Plot,For Sale,"2,000 Sq. Yd.",700000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
File
Sewerage
Electricity
Water Supply
Sui Gas,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,10000000,"Scheme 33, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,300 Sq. Yd.,12500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
File
Sewerage
Electricity
Water Supply
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"1,000 Sq. Yd.",13500000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
File
Sewerage
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service,Security Staff
Other Facilities"
Residential Plot,For Sale,240 Sq. Yd.,18000000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,3100000,"Malir, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,500 Sq. Yd.,12000000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Nearby Public Transport Service
Other Nearby Places"
Residential Plot,For Sale,500 Sq. Yd.,14000000,"DHA City Karachi, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Nearby Public Transport Service
Other Nearby Places"
Residential Plot,For Sale,120 Sq. Yd.,3500000,"Scheme 33, Karachi, Sindh",-,-,
Residential Plot,For Sale,500 Sq. Yd.,85000000,"DHA Defence, Karachi, Sindh",-,-,
Residential Plot,For Sale,125 Sq. Yd.,3000000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Possesion
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,82500000,"DHA Defence, Karachi, Sindh",-,-,
Residential Plot,For Sale,250 Sq. Yd.,2400000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,250 Sq. Yd.,5500000,"Bahria Town Karachi, Karachi, Sindh",-,-,"Sewerage
Electricity
Water Supply,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"1,000 Sq. Yd.",210000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,9000000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,6500000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,500 Sq. Yd.,12500000,"DHA City Karachi, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,"1,000 Sq. Yd.",120000000,"DHA Defence, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,6900000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,240 Sq. Yd.,11600000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,120 Sq. Yd.,5450000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
Disputed
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,400 Sq. Yd.,70000000,"Naya Nazimabad, Karachi, Sindh",-,-,"Possesion
Electricity"
Residential Plot,For Sale,160 Sq. Yd.,36500000,"Naya Nazimabad, Karachi, Sindh",-,-,"Possesion
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Security Staff"
Residential Plot,For Sale,"1,000 Sq. Yd.",250000000,"DHA Defence, Karachi, Sindh",-,-,"File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas,Security Staff"
Residential Plot,For Sale,400 Sq. Yd.,52500000,"DHA Defence, Karachi, Sindh",-,-,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,240 Sq. Yd.,12800000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff"
Residential Plot,For Sale,120 Sq. Yd.,5500000,"Scheme 33, Karachi, Sindh",-,-,"Possesion
Corner
Park Facing
File
Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall,Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Residential Plot,For Sale,240 Sq. Yd.,12500000,"Gadap Town, Karachi, Sindh",-,-,"Possesion
Corner
Balloted
Sewerage
Electricity
Water Supply
Sui Gas"
Residential Plot,For Sale,240 Sq. Yd.,14000000,"Gadap Town, Karachi, Sindh",-,-,"Balloted
Sewerage
Electricity
Water Supply
Sui Gas
Boundary Wall"
